intent,question,response
stamina_energy,Boost workout performance,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits."
stamina_energy,Foods for energy,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits."
stamina_energy,Cardio for stamina,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits."
stamina_energy,Increase lung capacity,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits."
stamina_energy,Reduce fatigue naturally,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits."
stamina_energy,Energy boosting diet,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits."
weight_loss,Ways to reduce body weight,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day."
weight_loss,Best methods for weight loss,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day."
weight_loss,Tips for losing weight,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day."
weight_loss,How to drop weight quickly?,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day."
weight_loss,Weight loss strategies,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day."
weight_loss,Can I lose weight without diet?,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day."
weight_loss,Quick weight loss solutions,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day."
weight_loss,How to lose weight permanently?,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day."
muscle_gain,Ways to gain muscle mass,"To build muscle, progressively overload your muscles through resistance training, eat enough protein (0.7–1g per pound of body weight), eat in a slight calorie surplus, sleep 7–9 hours, and stay consistent."
muscle_gain,Best muscle building exercises,"To build muscle, progressively overload your muscles through resistance training, eat enough protein (0.7–1g per pound of body weight), eat in a slight calorie surplus, sleep 7–9 hours, and stay consistent."
muscle_gain,How can I grow muscles?,"To build muscle, progressively overload your muscles through resistance training, eat enough protein (0.7–1g per pound of body weight), eat in a slight calorie surplus, sleep 7–9 hours, and stay consistent."
muscle_gain,Tips for muscle growth,"To build muscle, progressively overload your muscles through resistance training, eat enough protein (0.7–1g per pound of body weight), eat in a slight calorie surplus, sleep 7–9 hours, and stay consistent."
muscle_gain,How to build muscle fast?,"To build muscle, progressively overload your muscles through resistance training, eat enough protein (0.7–1g per pound of body weight), eat in a slight calorie surplus, sleep 7–9 hours, and stay consistent."
