intent,question,response,question_normalized,response_length,has_numbers
water_intake,Hydration tips,"A common guideline is 8 cups (2 liters) per day, but active individuals need more. Aim for 0.5–1 oz per pound of body weight. Drink more in hot weather or during intense exercise. Proper hydration improves performance and recovery.",hydration tips,231,True
water_intake,How many liters of water daily?,"A common guideline is 8 cups (2 liters) per day, but active individuals need more. Aim for 0.5–1 oz per pound of body weight. Drink more in hot weather or during intense exercise. Proper hydration improves performance and recovery.",how many liters of water daily,231,True
water_intake,Is 2 liters enough?,"A common guideline is 8 cups (2 liters) per day, but active individuals need more. Aim for 0.5–1 oz per pound of body weight. Drink more in hot weather or during intense exercise. Proper hydration improves performance and recovery.",is 2 liters enough,231,True
water_intake,Benefits of drinking water,"A common guideline is 8 cups (2 liters) per day, but active individuals need more. Aim for 0.5–1 oz per pound of body weight. Drink more in hot weather or during intense exercise. Proper hydration improves performance and recovery.",benefits of drinking water,231,True
water_intake,Water intake for weight loss,"A common guideline is 8 cups (2 liters) per day, but active individuals need more. Aim for 0.5–1 oz per pound of body weight. Drink more in hot weather or during intense exercise. Proper hydration improves performance and recovery.",water intake for weight loss,231,True
water_intake,Stay hydrated tips,"A common guideline is 8 cups (2 liters) per day, but active individuals need more. Aim for 0.5–1 oz per pound of body weight. Drink more in hot weather or during intense exercise. Proper hydration improves performance and recovery.",stay hydrated tips,231,True
water_intake,Best time to drink water,"A common guideline is 8 cups (2 liters) per day, but active individuals need more. Aim for 0.5–1 oz per pound of body weight. Drink more in hot weather or during intense exercise. Proper hydration improves performance and recovery.",best time to drink water,231,True
stamina_energy,Increase energy levels,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits.",increase energy levels,241,True
stamina_energy,Why do I feel tired?,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits.",why do i feel tired,241,True
stamina_energy,Improve endurance,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits.",improve endurance,241,True
stamina_energy,Boost workout performance,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits.",boost workout performance,241,True
stamina_energy,Foods for energy,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits.",foods for energy,241,True
stamina_energy,Cardio for stamina,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits.",cardio for stamina,241,True
stamina_energy,Increase lung capacity,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits.",increase lung capacity,241,True
stamina_energy,Reduce fatigue naturally,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits.",reduce fatigue naturally,241,True
stamina_energy,Energy boosting diet,"Build stamina through progressive cardio training, adequate sleep (7-9 hours), proper nutrition, and stress management. Foods for energy include complex carbs, protein, and healthy fats. Stay hydrated and maintain consistent exercise habits.",energy boosting diet,241,True
weight_loss,Ways to reduce body weight,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day.",ways to reduce body weight,259,True
weight_loss,Best methods for weight loss,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day.",best methods for weight loss,259,True
weight_loss,Tips for losing weight,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day.",tips for losing weight,259,True
weight_loss,How to drop weight quickly?,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day.",how to drop weight quickly,259,True
weight_loss,Weight loss strategies,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day.",weight loss strategies,259,True
weight_loss,Can I lose weight without diet?,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day.",can i lose weight without diet,259,True
weight_loss,Quick weight loss solutions,"Weight loss comes down to a calorie deficit — burning more calories than you consume. Combine a balanced diet with regular cardio and strength training, stay hydrated, get enough sleep, and be consistent. Aim for a sustainable deficit of 300–500 calories/day.",quick weight loss solutions,259,True
